emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
80,121,274,876,888,444,118,88
77,122,279,876,850,421,118,84
74,114,262,885,819,402,112,82
84,128,272,910,836,442,127,96
74,115,244,893,752,405,112,90
67,100,222,879,896,389,109,82
65,100,227,891,989,393,99,80
64,102,235,911,1048,397,96,78
59,99,262,964,1048,352,72,59
61,97,249,1007,1106,303,71,57
66,107,274,1016,1116,296,75,61
77,112,267,994,1179,231,83,72
81,115,266,973,1120,279,89,78
73,101,240,965,1084,296,93,76
72,101,260,930,1026,306,89,74
67,95,249,993,975,317,85,71
62,97,264,1037,813,330,81,69
61,97,260,1045,879,301,76,68
59,99,262,964,1048,352,72,59
61,97,249,1007,1106,303,71,57
66,107,274,1016,1116,296,75,61
77,112,267,994,1179,231,83,72
81,115,266,973,1120,279,89,78
73,101,240,965,1084,296,93,76
72,101,260,930,1026,306,89,74
67,95,249,993,975,317,85,71
62,97,264,1037,813,330,81,69
61,97,260,1045,879,301,76,68
62,93,234,1009,882,311,69,69
64,94,205,1033,951,307,66,70
65,93,210,1028,921,316,66,68
58,84,189,964,941,315,65,62
53,76,186,924,924,291,64,56
48,71,190,885,962,290,65,52
45,64,192,905,958,309,67,52
46,74,200,895,945,282,64,55
51,80,194,927,920,312,66,57
61,96,212,935,943,345,72,68
65,105,231,968,1050,320,74,71
65,112,270,1005,1060,331,72,69
67,110,261,972,1042,350,76,69
68,112,283,999,1015,316,77,70
67,107,267,1005,950,298,73,63
77,117,268,997,842,305,78,70
76,112,238,859,751,295,77,70
76,115,275,864,769,312,82,72
72,110,259,820,833,343,83,68
64,101,253,729,766,344,77,64
65,105,231,968,1050,320,74,71
65,112,270,1005,1060,331,72,69
67,110,261,972,1042,350,76,69
68,112,283,999,1015,316,77,70
67,107,267,1005,950,298,73,63
77,117,268,997,842,305,78,70
76,112,238,859,751,295,77,70
76,115,275,864,769,312,82,72
72,110,259,820,833,343,83,68
64,101,253,729,766,344,77,64
49,86,258,723,792,345,71,53
53,87,249,763,773,340,74,54
56,87,202,701,764,321,70,56
59,91,212,654,693,305,64,57
59,89,211,682,733,280,68,56
56,84,189,696,649,280,72,54
51,82,196,687,714,274,70,51
44,68,184,666,713,258,69,44
40,59,178,721,824,238,69,44
48,67,184,813,840,244,73,50
52,72,173,809,846,307,70,56
59,75,156,815,818,295,72,62
63,83,179,863,888,316,73,66
64,88,182,869,835,325,74,69
68,99,219,812,846,330,72,73
71,107,248,799,822,277,77,75
69,105,244,770,820,289,75,70
66,103,253,853,745,285,76,67
64,99,249,830,681,280,73,61
56,84,210,847,673,274,74,52
52,72,173,809,846,307,70,56
59,75,156,815,818,295,72,62
63,83,179,863,888,316,73,66
64,88,182,869,835,325,74,69
68,99,219,812,846,330,72,73
71,107,248,799,822,277,77,75
69,105,244,770,820,289,75,70
66,103,253,853,745,285,76,67
64,99,249,830,681,280,73,61
56,84,210,847,673,274,74,52
48,72,186,815,692,323,71,43
44,66,187,843,705,350,69,41
41,60,166,823,677,340,65,39
42,61,172,842,746,349,70,44
43,65,184,811,775,391,73,49
46,65,175,807,763,360,79,58
46,70,233,877,847,331,78,60
49,72,229,825,907,371,89,63
57,87,247,809,954,356,98,71
59,89,241,905,964,316,100,77
65,97,257,908,957,317,93,75
64,98,255,911,880,319,97,74
72,112,273,881,963,289,93,83
66,101,255,975,917,296,81,78
66,103,256,929,956,367,75,70
62,97,242,1000,950,355,81,73
65,98,193,899,982,359,78,75
55,86,213,921,884,346,78,67
66,92,243,866,961,384,98,77
85,112,264,871,903,333,112,92
65,97,257,908,957,317,93,75
64,98,255,911,880,319,97,74
72,112,273,881,963,289,93,83
66,101,255,975,917,296,81,78
66,103,256,929,956,367,75,70
62,97,242,1000,950,355,81,73
65,98,193,899,982,359,78,75
55,86,213,921,884,346,78,67
66,92,243,866,961,384,98,77
85,112,264,871,903,333,112,92
97,139,318,913,985,336,116,94
101,155,387,1045,992,352,122,98
102,154,374,1082,1036,355,119,97
98,150,373,1091,978,331,110,91
79,132,393,1075,1048,326,100,74
67,109,367,1067,1023,322,102,71
71,97,318,1028,1039,310,107,79
74,103,314,988,1008,310,109,82
77,113,317,949,998,286,112,85
76,114,299,988,922,336,113,85
76,118,324,941,856,365,108,82
65,107,309,899,839,368,96,68
57,98,306,858,759,364,98,63
56,94,303,945,785,380,98,56
57,94,304,918,764,323,95,59
55,80,256,950,817,295,98,58
55,89,267,959,827,294,104,60
57,90,262,988,833,291,97,61
54,82,235,931,855,299,103,62
60,82,206,866,887,301,108,68
76,118,324,941,856,365,108,82
65,107,309,899,839,368,96,68
57,98,306,858,759,364,98,63
56,94,303,945,785,380,98,56
57,94,304,918,764,323,95,59
55,80,256,950,817,295,98,58
55,89,267,959,827,294,104,60
57,90,262,988,833,291,97,61
54,82,235,931,855,299,103,62
60,82,206,866,887,301,108,68
70,96,224,804,855,288,109,80
69,85,207,824,840,291,107,79
70,92,242,888,881,313,107,78
74,97,245,924,818,297,97,81
71,100,250,934,815,288,89,76
60,87,229,900,808,289,80,60
63,88,221,849,835,271,78,60
62,80,165,791,809,246,80,60
57,69,152,752,917,239,73,52
54,60,138,773,950,270,72,48
51,61,143,862,918,283,69,45
47,59,172,883,840,333,64,40
47,62,206,865,903,357,67,43
44,64,220,829,840,349,63,40
43,68,221,854,771,320,62,41
44,70,224,800,799,336,72,46
44,71,205,738,819,302,73,48
42,66,178,904,806,293,71,46
47,73,184,900,767,290,73,50
54,77,182,894,801,297,74,57
51,61,143,862,918,283,69,45
47,59,172,883,840,333,64,40
47,62,206,865,903,357,67,43
44,64,220,829,840,349,63,40
43,68,221,854,771,320,62,41
44,70,224,800,799,336,72,46
44,71,205,738,819,302,73,48
42,66,178,904,806,293,71,46
47,73,184,900,767,290,73,50
54,77,182,894,801,297,74,57
58,83,178,892,836,287,64,54
59,87,177,907,825,275,68,57
61,92,195,761,775,264,70,60
61,95,197,761,728,287,66,60
56,93,217,778,764,295,68,59
58,93,229,840,852,306,72,64
61,96,243,861,884,308,66,64
61,97,252,915,881,308,62,62
58,88,233,877,988,325,63,58
63,93,241,897,915,310,75,60
54,82,234,867,843,278,71,53
52,82,240,911,804,269,79,55
55,83,218,870,844,253,82,57
57,84,222,917,699,226,84,61
53,79,202,871,765,251,70,55
55,84,203,849,809,264,69,56
51,77,183,827,833,251,57,50
49,73,195,798,770,313,58,52
45,72,200,798,794,296,53,49
42,68,196,791,709,286,54,46
54,82,234,867,843,278,71,53
52,82,240,911,804,269,79,55
55,83,218,870,844,253,82,57
57,84,222,917,699,226,84,61
53,79,202,871,765,251,70,55
55,84,203,849,809,264,69,56
51,77,183,827,833,251,57,50
49,73,195,798,770,313,58,52
45,72,200,798,794,296,53,49
42,68,196,791,709,286,54,46
41,64,189,753,613,308,54,45
38,62,194,729,685,322,52,43
35,61,204,785,746,258,55,36
40,64,200,747,751,266,55,40
41,67,217,795,793,280,58,41
47,72,246,829,838,268,60,46
51,74,249,846,769,291,66,51
51,80,261,787,745,297,62,52
50,79,257,828,779,303,61,48
48,75,237,808,757,325,61,47
43,67,217,778,690,313,56,41
41,68,217,713,658,280,49,38
40,56,173,717,618,280,51,42
42,56,179,663,638,336,51,41
45,61,194,640,601,330,48,40
46,68,178,601,597,332,49,44
52,73,162,623,694,334,54,49
53,77,185,635,732,351,57,48
57,86,204,651,671,290,62,53
60,90,209,603,725,261,64,56
43,67,217,778,690,313,56,41
41,68,217,713,658,280,49,38
40,56,173,717,618,280,51,42
42,56,179,663,638,336,51,41
45,61,194,640,601,330,48,40
46,68,178,601,597,332,49,44
52,73,162,623,694,334,54,49
53,77,185,635,732,351,57,48
57,86,204,651,671,290,62,53
60,90,209,603,725,261,64,56
62,93,234,662,761,248,68,57
55,88,240,713,694,265,67,53
57,86,230,722,668,240,64,52
50,75,207,673,666,264,63,45
44,68,202,727,644,247,60,41
40,56,168,687,621,320,58,41
41,58,194,771,617,328,55,39
39,55,199,732,710,331,61,41
40,53,194,786,762,354,59,43
40,51,190,889,790,360,60,44
41,57,209,914,803,307,62,43
45,61,185,832,815,293,65,48
47,65,166,867,747,304,58,49
50,72,178,837,736,252,59,50
52,80,181,679,772,247,64,53
58,89,204,692,740,261,61,55
55,86,212,656,757,301,59,50
53,86,220,686,726,292,57,47
51,80,216,771,710,303,57,44
47,71,214,786,649,314,52,40
41,57,209,914,803,307,62,43
45,61,185,832,815,293,65,48
47,65,166,867,747,304,58,49
50,72,178,837,736,252,59,50
52,80,181,679,772,247,64,53
58,89,204,692,740,261,61,55
55,86,212,656,757,301,59,50
53,86,220,686,726,292,57,47
51,80,216,771,710,303,57,44
47,71,214,786,649,314,52,40
38,61,201,791,679,322,50,37
43,67,208,845,704,286,48,41
42,69,210,777,750,275,55,41
43,72,209,692,690,288,56,45
47,75,210,679,648,278,54,43
47,69,186,631,734,254,55,45
45,61,156,540,655,232,55,44
45,58,181,619,659,254,52,43
47,60,209,613,706,241,54,42
47,66,213,645,722,259,55,44
44,66,224,738,644,259,61,39
42,64,233,778,641,315,66,38
41,61,202,757,641,308,67,42
39,53,170,813,642,283,64,42
35,39,148,783,694,265,65,40
63,44,158,800,728,251,59,46
78,49,158,760,733,257,54,47
81,55,171,769,737,249,47,45
117,57,173,712,861,256,50,50
172,65,185,721,817,253,51,52
44,66,224,738,644,259,61,39
42,64,233,778,641,315,66,38
41,61,202,757,641,308,67,42
39,53,170,813,642,283,64,42
35,39,148,783,694,265,65,40
63,44,158,800,728,251,59,46
78,49,158,760,733,257,54,47
81,55,171,769,737,249,47,45
117,57,173,712,861,256,50,50
172,65,185,721,817,253,51,52
173,70,167,673,764,244,60,58
214,87,152,660,760,148,59,58
241,109,138,573,732,136,68,75
248,151,132,567,600,119,128,112
402,166,118,518,641,109,180,138
425,168,103,402,642,134,297,140
461,159,92,451,724,140,312,144
553,169,91,442,757,134,318,145
574,156,90,411,730,130,329,129
487,149,81,415,666,133,310,102
495,165,94,428,656,123,206,104
461,171,122,458,595,131,184,99
337,149,119,445,511,142,174,86
409,128,117,421,461,151,108,78
404,114,115,421,491,146,88,78
384,81,107,396,495,140,70,74
369,66,91,295,529,123,66,73
362,59,96,354,568,112,57,74
212,52,96,373,573,128,45,54
161,45,96,350,539,130,43,47
25,31,59,224,300,124,42,26
30,43,81,245,272,130,42,28
32,48,95,394,314,164,43,30
40,59,113,501,339,179,55,38
43,61,117,582,345,171,57,41
42,63,119,616,394,164,55,42
39,57,106,640,440,167,59,43
39,57,104,572,493,139,59,41
40,55,112,517,536,136,51,41
39,63,130,519,551,164,47,40
39,61,130,527,534,161,47,38
39,63,134,513,499,161,41,35
40,65,139,586,544,165,42,37
35,61,130,628,549,161,41,34
34,52,111,699,585,153,40,33
34,49,103,708,637,153,40,34
37,56,110,753,684,157,44,38
41,57,100,832,679,155,46,41
53,74,157,905,716,153,58,48
59,82,168,853,792,132,63,53
75,101,210,856,865,134,75,69
83,117,241,861,905,173,95,82
87,124,262,840,1076,195,104,91
85,122,267,770,1047,196,103,91
90,138,325,910,1050,233,105,97
83,130,311,971,1065,281,98,89
78,117,292,948,1100,334,91,83
75,121,311,981,998,347,93,74
76,125,318,1136,1110,400,100,72
70,108,270,1168,1147,489,101,66
75,101,210,856,865,134,75,69
83,117,241,861,905,173,95,82
87,124,262,840,1076,195,104,91
85,122,267,770,1047,196,103,91
90,138,325,910,1050,233,105,97
83,130,311,971,1065,281,98,89
78,117,292,948,1100,334,91,83
75,121,311,981,998,347,93,74
76,125,318,1136,1110,400,100,72
70,108,270,1168,1147,489,101,66
72,109,284,1190,1112,513,109,70
72,109,307,1277,1134,526,106,71
81,112,306,1247,1066,554,110,83
81,109,293,1148,997,574,108,86
91,141,350,1001,897,531,117,92
99,148,406,988,882,511,123,98
106,159,415,929,821,464,128,108
109,167,437,982,867,461,131,111
108,163,438,1012,908,442,136,110
98,135,396,1098,992,410,128,104
97,141,379,1074,999,392,121,98
98,136,362,1100,1017,403,117,90
94,131,343,1119,1005,404,114,88
110,150,349,1137,967,353,110,98
118,159,347,1031,933,359,115,105
117,156,305,1050,957,366,127,109
121,167,313,1036,954,372,132,116
120,163,304,1130,980,320,125,111
105,145,280,1154,1061,385,123,103
98,138,268,1200,1023,439,118,95
97,141,379,1074,999,392,121,98
98,136,362,1100,1017,403,117,90
94,131,343,1119,1005,404,114,88
110,150,349,1137,967,353,110,98
118,159,347,1031,933,359,115,105
117,156,305,1050,957,366,127,109
121,167,313,1036,954,372,132,116
120,163,304,1130,980,320,125,111
105,145,280,1154,1061,385,123,103
98,138,268,1200,1023,439,118,95
99,143,271,1177,1030,500,107,98
97,145,274,1210,1026,492,103,94
100,141,246,1029,984,535,113,103
102,142,256,985,887,510,110,100
99,140,263,1023,912,491,122,100
88,124,262,1111,956,419,116,90
78,99,242,1065,1047,434,109,85
68,101,258,1045,1051,379,92,68
65,100,272,1015,1044,378,97,67
71,101,259,965,1065,354,99,75
74,105,241,786,1053,417,103,79
71,101,236,846,1009,395,104,76
81,106,228,935,1039,391,118,93
83,110,210,931,1063,452,130,96
76,108,227,972,1001,440,119,90
75,102,234,1007,1002,411,115,88
78,109,232,956,918,410,117,90
66,97,213,948,869,406,100,73
64,93,196,960,860,310,82,71
67,97,208,1036,970,317,74,68
74,105,241,786,1053,417,103,79
71,101,236,846,1009,395,104,76
81,106,228,935,1039,391,118,93
83,110,210,931,1063,452,130,96
76,108,227,972,1001,440,119,90
75,102,234,1007,1002,411,115,88
78,109,232,956,918,410,117,90
66,97,213,948,869,406,100,73
64,93,196,960,860,310,82,71
67,97,208,1036,970,317,74,68
67,103,215,1042,938,317,76,65
62,92,219,1012,939,315,72,59
58,91,217,1033,997,324,72,56
57,86,213,1032,1045,367,66,51
56,86,210,935,971,368,79,52
53,74,184,940,949,372,80,52
55,81,176,908,925,375,74,52
55,82,197,833,843,398,72,50
56,87,228,751,787,361,70,51
54,81,207,709,759,328,61,51
60,88,217,690,704,299,61,56
64,97,225,677,723,295,67,61
70,105,233,614,808,250,73,67
71,107,207,581,797,296,77,69
75,110,222,649,836,308,79,71
72,107,230,668,811,297,75,70
66,98,213,672,843,298,75,65
63,91,198,756,847,322,72,62
57,82,211,866,807,277,65,56
49,77,194,834,800,270,59,50
60,88,217,690,704,299,61,56
64,97,225,677,723,295,67,61
70,105,233,614,808,250,73,67
71,107,207,581,797,296,77,69
75,110,222,649,836,308,79,71
72,107,230,668,811,297,75,70
66,98,213,672,843,298,75,65
63,91,198,756,847,322,72,62
57,82,211,866,807,277,65,56
49,77,194,834,800,270,59,50
49,79,196,800,835,269,61,48
44,72,204,818,775,318,56,45
41,72,203,768,762,302,53,43
46,79,209,664,776,311,52,46
48,77,216,651,794,334,51,47
44,66,202,678,805,347,52,44
49,70,193,679,829,289,59,51
53,77,225,780,781,286,58,53
58,87,235,808,803,285,61,59
58,93,241,799,722,254,63,59
60,99,256,833,773,273,60,58
58,98,268,894,755,301,61,55
52,85,241,819,805,337,62,53
44,66,214,819,808,350,64,45
45,61,200,820,870,352,63,45
42,61,176,779,915,325,62,44
39,65,161,698,950,323,53,39
38,67,146,651,910,285,54,36
38,73,152,696,916,269,56,39
41,83,181,715,917,272,58,40
60,99,256,833,773,273,60,58
58,98,268,894,755,301,61,55
52,85,241,819,805,337,62,53
44,66,214,819,808,350,64,45
45,61,200,820,870,352,63,45
42,61,176,779,915,325,62,44
39,65,161,698,950,323,53,39
38,67,146,651,910,285,54,36
38,73,152,696,916,269,56,39
41,83,181,715,917,272,58,40
40,80,186,819,818,266,58,42
45,80,199,918,794,237,56,44
43,81,210,951,755,233,51,43
46,81,210,876,744,223,48,46
42,68,187,859,679,217,47,44
46,71,187,784,618,223,54,47
47,71,185,682,591,241,59,50
51,74,190,754,612,235,64,55
48,73,191,770,620,222,61,49
48,70,194,794,631,228,59,47
45,65,188,733,674,229,56,42
39,57,171,745,686,234,57,39
40,51,160,681,698,230,56,39
38,44,150,675,645,257,58,40
37,47,147,595,646,278,60,41
40,42,151,654,654,262,60,44
40,50,165,696,698,236,55,45
37,49,164,710,701,244,52,42
37,52,203,774,748,266,53,41
39,53,200,773,730,277,58,43
45,65,188,733,674,229,56,42
39,57,171,745,686,234,57,39
40,51,160,681,698,230,56,39
38,44,150,675,645,257,58,40
37,47,147,595,646,278,60,41
40,42,151,654,654,262,60,44
40,50,165,696,698,236,55,45
37,49,164,710,701,244,52,42
37,52,203,774,748,266,53,41
39,53,200,773,730,277,58,43
41,63,219,832,716,283,59,39
39,60,225,822,701,302,61,36
39,60,221,769,682,308,60,36
40,57,178,743,691,274,57,34
39,55,172,771,746,241,51,32
34,44,135,687,724,288,46,31
37,44,128,691,736,264,47,33
40,49,138,709,764,271,53,34
49,67,164,683,790,316,57,46
54,73,172,711,782,308,58,49
56,76,185,691,850,255,61,53
58,80,179,614,782,298,61,52
56,80,193,709,797,318,57,50
54,73,192,786,777,274,53,46
55,71,199,816,803,293,51,48
56,71,201,892,747,304,51,47
53,63,194,888,774,306,53,48
57,67,198,838,832,268,55,53
53,62,182,751,786,254,54,48
53,67,174,677,789,247,59,49
56,76,185,691,850,255,61,53
58,80,179,614,782,298,61,52
56,80,193,709,797,318,57,50
54,73,192,786,777,274,53,46
55,71,199,816,803,293,51,48
56,71,201,892,747,304,51,47
53,63,194,888,774,306,53,48
57,67,198,838,832,268,55,53
53,62,182,751,786,254,54,48
53,67,174,677,789,247,59,49
56,76,183,662,820,251,58,51
57,78,184,709,856,219,52,50
52,72,180,717,830,227,57,46
54,73,181,759,826,277,61,51
48,63,176,742,777,272,54,47
44,58,157,653,777,303,60,46
45,64,181,677,751,322,69,47
48,76,199,644,673,324,66,46
44,76,203,663,774,292,64,41
40,76,205,779,857,284,66,37
39,71,202,861,909,271,69,37
35,68,192,853,885,245,66,34
32,58,151,850,889,235,66,34
34,58,159,840,815,248,71,36
39,58,160,865,708,266,74,40
38,58,175,849,664,265,65,37
41,58,157,948,697,268,62,41
41,56,155,922,707,287,61,42
41,54,154,951,732,283,54,41
40,55,160,883,727,269,49,37
39,71,202,861,909,271,69,37
35,68,192,853,885,245,66,34
32,58,151,850,889,235,66,34
34,58,159,840,815,248,71,36
39,58,160,865,708,266,74,40
38,58,175,849,664,265,65,37
41,58,157,948,697,268,62,41
41,56,155,922,707,287,61,42
41,54,154,951,732,283,54,41
40,55,160,883,727,269,49,37
40,55,150,899,690,244,48,40
41,51,159,761,727,271,50,35
43,54,176,829,747,253,50,40
49,61,176,762,710,263,47,42
50,68,188,837,776,289,50,42
53,68,193,784,782,291,52,42
54,78,190,805,747,252,50,42
51,75,174,773,718,257,52,37
51,77,204,809,722,254,56,48
57,103,196,698,683,221,52,48
64,130,213,753,674,215,56,52
66,130,230,750,673,229,59,56
67,132,229,839,678,262,61,58
68,133,208,821,705,260,65,51
67,117,207,814,722,271,66,51
75,108,229,877,681,307,70,53
87,124,240,982,641,332,82,67
95,130,242,866,701,309,88,77
94,127,251,837,690,304,86,77
96,127,247,877,787,336,90,82
64,130,213,753,674,215,56,52
66,130,230,750,673,229,59,56
67,132,229,839,678,262,61,58
68,133,208,821,705,260,65,51
67,117,207,814,722,271,66,51
75,108,229,877,681,307,70,53
87,124,240,982,641,332,82,67
95,130,242,866,701,309,88,77
94,127,251,837,690,304,86,77
96,127,247,877,787,336,90,82
87,113,206,837,817,322,89,81
81,101,179,771,932,308,81,75
75,97,196,778,885,321,81,68
78,109,183,776,893,319,80,68
73,107,176,794,874,298,79,62
72,115,194,758,894,294,72,59
64,114,193,724,805,295,66,49
66,118,189,820,820,294,54,45
63,108,202,862,782,340,51,47
64,115,219,831,684,345,49,47
67,116,237,879,629,351,51,51
68,108,239,852,604,353,50,51
64,102,247,851,579,359,49,50
61,103,227,823,581,316,45,44
60,98,248,843,634,286,49,48
53,84,214,749,610,269,46,43
57,85,214,712,613,266,47,46
56,77,189,623,571,246,49,44
57,76,184,621,590,229,56,48
57,63,128,534,540,346,59,44
67,116,237,879,629,351,51,51
68,108,239,852,604,353,50,51
64,102,247,851,579,359,49,50
61,103,227,823,581,316,45,44
60,98,248,843,634,286,49,48
53,84,214,749,610,269,46,43
57,85,214,712,613,266,47,46
56,77,189,623,571,246,49,44
57,76,184,621,590,229,56,48
57,63,128,534,540,346,59,44
60,68,136,622,607,337,58,42
51,65,138,676,572,323,62,43
48,64,145,654,613,333,59,43
47,64,145,760,568,364,54,40
44,69,168,831,638,290,46,39
51,70,174,802,613,322,56,44
50,72,169,781,675,315,49,43
56,82,185,828,666,294,52,42
56,83,193,816,742,312,52,43
59,77,180,785,669,308,52,44
57,81,187,757,669,278,43,42
60,85,201,734,674,290,54,49
66,86,188,764,722,331,57,56
66,88,189,763,669,299,59,56
69,89,188,787,676,283,57,55
69,89,170,783,689,290,56,53
67,88,174,847,696,275,48,49
75,96,180,879,711,260,49,44
75,100,201,813,716,258,45,43
74,103,206,816,772,246,44,41
57,81,187,757,669,278,43,42
60,85,201,734,674,290,54,49
66,86,188,764,722,331,57,56
66,88,189,763,669,299,59,56
69,89,188,787,676,283,57,55
69,89,170,783,689,290,56,53
67,88,174,847,696,275,48,49
75,96,180,879,711,260,49,44
75,100,201,813,716,258,45,43
74,103,206,816,772,246,44,41
71,97,203,836,810,248,49,41
72,93,178,808,771,268,48,38
61,84,170,706,729,227,41,34
58,84,141,697,740,206,44,32
55,84,135,627,761,241,44,36
53,87,135,552,679,235,38,35
55,91,156,529,705,217,33,34
48,83,153,553,656,223,38,33
52,74,148,543,615,216,33,36
53,71,142,527,502,169,33,36
52,75,201,604,497,183,38,36
47,76,190,583,483,204,39,35
45,74,198,612,492,225,37,36
40,72,204,591,476,225,36,32
33,73,210,578,469,245,35,27
37,66,165,680,503,230,31,28
38,61,171,728,446,223,34,30
43,67,165,666,460,193,36,32
43,66,150,665,476,207,36,33
45,61,142,662,484,197,36,33
52,75,201,604,497,183,38,36
47,76,190,583,483,204,39,35
45,74,198,612,492,225,37,36
40,72,204,591,476,225,36,32
33,73,210,578,469,245,35,27
37,66,165,680,503,230,31,28
38,61,171,728,446,223,34,30
43,67,165,666,460,193,36,32
43,66,150,665,476,207,36,33
45,61,142,662,484,197,36,33
42,63,130,521,462,200,38,36
42,59,121,449,465,212,37,35
52,72,166,588,442,212,38,38
57,81,183,649,457,216,39,40
62,85,197,702,418,221,40,42
61,83,197,717,457,213,37,38
62,89,200,735,514,218,36,40
54,81,168,687,553,230,34,37
51,75,156,615,570,210,34,35
54,71,138,615,602,184,33,35
114,83,137,559,554,173,34,35
278,96,124,548,494,108,36,44
363,109,104,456,426,63,38,65
396,110,107,477,349,58,37,72
417,111,101,448,289,124,42,74
517,115,105,577,326,147,47,96
519,103,102,556,378,159,53,106
549,106,104,564,400,168,56,125
548,112,102,664,428,172,145,128
628,114,108,694,451,174,152,137
54,71,149,1029,765,110,40,40
56,75,158,1150,780,128,43,37
63,92,182,1235,820,129,50,42
72,114,247,1170,667,135,64,54
68,112,255,1143,631,150,64,54
78,128,330,1204,635,177,74,61
87,144,399,1108,658,177,83,71
89,145,401,1003,627,195,95,78
100,154,389,928,637,196,109,92
107,159,399,967,741,182,110,94
97,145,342,918,740,167,107,90
90,134,262,859,712,195,100,85
83,127,264,873,688,188,89,77
68,104,275,995,643,202,62,51
59,99,250,987,602,209,59,47
59,105,288,983,673,201,61,55
